track_id,track_name,album_id,artist_id,genre_id,track_listens,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
2,Food,1,1,21,1293,0.416675233,0.675893985,0.634476268,0.010628068000000001,0.177646571,0.159310065,165.922,0.576660988
3,Electric Ave,1,1,21,514,0.374407769,0.528643062,0.817461132,0.0018511029999999998,0.105879944,0.461818128,126.95700000000001,0.269240242
5,This World,1,1,21,1151,0.043566899000000006,0.74556587,0.701469992,0.0006967989999999999,0.373143312,0.124595342,100.26,0.621661224
10,Freeway,6,6,10,50135,0.951669965,0.658178654,0.924525162,0.965427015,0.115473884,0.032985218999999996,111.56200000000001,0.963589892
134,Street Music,1,1,21,943,0.452217307,0.51323805,0.560409931,0.019442694,0.09656669400000001,0.525519379,114.29,0.8940722720000001
139,CandyAss,60,54,17,582,0.106549525,0.260911173,0.607066864,0.83508699,0.223676271,0.030569276,196.96099999999998,0.16026709
140,Queen Of The Wires,61,54,17,1299,0.376312498,0.7340790229999999,0.265684773,0.669581124,0.085995122,0.039068226,107.95200000000001,0.609991273
141,Ohio,60,54,17,725,0.96365688,0.43593299799999996,0.075632147,0.34549349100000004,0.105685869,0.026657848999999997,33.477,0.163949934
142,Punjabi Watery Grave,62,54,17,848,0.662881125,0.37906547700000004,0.82385578,0.910266184,0.088705255,0.079090355,147.781,0.09286763199999999
144,Wire Up,64,56,4,1143,0.9090114290000001,0.44364259100000003,0.641997168,0.9240917,0.267669451,0.089658913,128.537,0.788250782
145,Amoebiasis,64,56,4,883,0.235506187,0.43867169200000006,0.48775198799999997,0.71612184,0.070359308,0.047297772,120.79,0.6504516889999999
146,Gimme a Buck or I'll Touch You / Boilermaker,65,56,4,690,0.532019493,0.41768092100000004,0.47642249799999997,0.40250040600000003,0.172104669,0.035360722000000004,135.468,0.6823971809999999
147,Repetitive Motion Sickness,65,56,4,766,0.778409916,0.706681063,0.866116014,0.8067025990000001,0.10464981699999999,0.065083465,120.21799999999999,0.917612908
153,Hundred-Year Flood,69,60,26,424,0.98830555,0.25566089999999997,0.979773793,0.9730057240000001,0.121342,0.051739762,90.241,0.034017867
154,Squares And Circles,69,60,26,205,0.9701348870000001,0.352946131,0.023851562000000003,0.957112885,0.113260721,0.032176764,53.758,0.035631561
155,Maps of the Stars Homes,70,60,26,197,0.981657344,0.142249248,0.9121220859999999,0.9672939779999999,0.36350951600000003,0.08752698800000001,91.912,0.034325256
169,Boss of Goth,72,62,25,270,0.989141175,0.225977528,0.7228348529999999,0.26307627899999997,0.09237053199999999,0.053406352000000004,94.322,0.028347208
170,Industry Standard Massacre,73,62,25,122,0.88665971,0.298518303,0.744332563,0.92095049,0.139587018,0.08878104099999999,97.88,0.073547547
171,Marching as Technitions,74,62,25,242,0.6982777609999999,0.28581564600000003,0.213493734,0.9556913,0.08703592800000001,0.06409381900000001,125.645,0.150599136
172,I Can't Stand You Up-right,75,62,25,90,0.815548904,0.144125071,0.892721187,0.9004301240000001,0.104703467,0.10229365800000001,138.68,0.034916419
173,Save Life's Golden Receipt In Case Refund Needed,72,62,25,177,0.842112888,0.285293229,0.564688697,0.9516243459999999,0.110481378,0.040610547000000004,166.55200000000002,0.254299214
174,Senator's Stance,72,62,25,116,0.367392646,0.339698071,0.846639439,0.9091861790000001,0.19894398,0.462607473,70.887,0.048242732999999996
175,Snapped Today,73,62,25,72,0.993927617,0.310089977,0.95249313,0.27431147899999997,0.35423051899999997,0.825743907,69.413,0.033402312
176,Step Up to Legends,74,62,25,104,0.8335160140000001,0.206509279,0.779140487,0.9408410859999999,0.372311399,0.077227145,123.583,0.028143816000000002
177,Petty Hate Machine,72,62,25,160,0.754275299,0.209112907,0.579959277,0.736865435,0.112164893,0.073350202,95.932,0.083330261
178,Lend Me a Blanket,76,62,25,149,0.995553322,0.18614593,0.413054236,0.955137448,0.11171627599999999,0.040892505,61.316,0.252819344
179,Ready to Die,77,62,25,226,0.958873292,0.274608855,0.98948247,0.919362308,0.5465156879999999,0.18531631199999998,84.17299999999999,0.0332076
189,The Thought Of It,85,127,17,101,0.993670209,0.6225780360000001,0.216906878,0.972870004,0.110989349,0.029923502999999997,92.124,0.039641258
190,Castle Of Stars,84,127,17,945,0.99062949,0.5007534570000001,0.37122974299999995,0.102838444,0.21881019399999999,0.032528811,100.919,0.251232305
191,Song About Michael,85,127,17,64,0.982463915,0.286557293,0.23834794199999998,0.942936852,0.097493219,0.02990791,115.292,0.086136508
192,Ed Talk WNYC,85,127,17,125,0.992865643,0.653847565,0.044151244000000006,0.338404211,0.112740831,0.845311928,129.673,0.788160273
193,Here With You,84,127,17,824,0.914038875,0.640601044,0.164071252,0.7605621929999999,0.258399033,0.09921032099999999,49.831,0.19078971100000003
194,All I want to Do,84,127,17,754,0.9929059490000001,0.49473017700000005,0.200337559,0.618086852,0.086449938,0.038937795,103.779,0.253244415
